best_model,text,true_label,pred_label,pred_prob_pos,correct,confidence,error_type
NaiveBayes,mickey rourke hunts diane lane in elmore leonard's killshot it is not like mickey rourke ever really disappeared he has had a steady string of appearances before he burst back on the scene he was memorable in domino sin city man on fire once upon a time in mexico and get carter but in his powerful dramatic performance in the wrestler we see a full blown presentation of the character only hinted at in get carter whenever we get to know him rourke remains a cool but sleazy muscle bound slim ball this is an elmore leonard story and production leonard wrote such notable movies as taunt western thriller to yuma be cool jackie brown get shorty pick up and joe kidd this means that we get tough guys some good some not so good it also means we get tight realistic plots with characters doing what is best for them in each situation weaving complications into violent conclusions killshot is no different tough slim ball killer rourke stalks unhappily married witness lane think history of violence meets no country for old men it is not as intense bloody or gory as those two but it is almost as good if you like those two including david croneberg's equally wonderful eastern promises you will like killshot also director john madden has not done a lot of movies his last few were enjoyable if not successful proof captain corelli's mandolin and shakespeare in love diana lane hasn't had a powerful movie role since she and richard gere gave incredible performances in unfaithful lately she is charming and appealing in romantic stories such as nights in rodanthe must love dogs and under the tuscan sun here she is right on mark balancing her sexy appeal with reserved tension this is a small part for rosario dawson yet dawson does a good job with it you see a lot more of lane including an underwear scene to rival sigourney weaver in aliens and nicole kidman in eyes wide shut while you are in the crime drama section also pick up kiss kiss bang bang and gone baby gone and before the devil knows your dead the last has wonderful performances by phillip seymour hoffman ethan hawke marisa tomei and albert finney killshot flopped at the box office more is our luck it is certainly worth a dollar rental if you like this genre,0,1,0.9766215580937868,0,0.9532431161875736,false_positive
NaiveBayes,the memory keeper's daughter in the form of a novel by kim edwards was a highly successful bestseller and probably was featured in more reading groups than any other novel during its circulation so what happened when the novel became a made for television movie perhaps it is the below mediocre screenplay oops teleplay by john pielmeier that consistently galumphs along in an awkward pedestrian fashion removing all sense of credibility to the story perhaps it is the cut and paste direction by mick jackson that misses the pacing and character delineation perhaps it suffers from the cinematography of an uncredited source or the 'liquid tears' musical score by daniel licht for whatever of these or all of these reasons this novel to film survives because it does make a good case for educating the public about the capabilities of those born with down syndrome and for that it is worthy of attention dr david henry dermot mulroney a successful orthopedic doctor is married to the beautiful norah gretchen mol and their lives are becoming changed by their pregnancy on a stormy winter night in kentucky norah goes into labor and the henry's rush to a nearby clinic where david delivers his wife the doctor is caught in a snowstorm with the assistance of his old friend nurse caroline gill emily watson after the delivery of a perfect boy child paul norah continues to be in labor and surprisingly delivers an unexpected twin girl david and caroline immediately recognize that the little girl phoebe is a 'mongoloid' this is before the use of the term down syndrome and david having a history of losing a little sister because of a birth defect decides to send phoebe to an asylum for the mentally challenged caroline is to make the delivery and norah is told the second twin died at birth caroline follows instructions sees the conditions of the 'home' where phoebe is to be deposited shrinks in horror and decides to keep the child aided by a friendly trucker caroline changes her solitary existence and mothers phoebe finding a new life in her trucker's pittsburgh norah insists on a formal funeral for phoebe a fact that deeply disturbs david's psyche and the henry's life goes on with only the one child paul leaving submerged pains about the lack of phoebe's presence norah gifts david with a camera 'peoples lives are like a camera that's where they live in a room captured by a moment' and david becomes obsessed with photography norah grieves drinks and loses david's attention while david traces phoebe's existence with caroline sending money and letters to pittsburgh paul tyler stentiford to jamie spilchuk grows up discovers his mother's infidelities and is angered about his father's lack of communication and understanding and decides to fulfill his goal of becoming a musician and off to juilliard he goes meanwhile phoebe krystal hope nausbaum has matured into a very highly adapted young girl and the manner in which the broken marriage of the henrys happens and the healing atmosphere of phoebe's and paul's lives coupled with the courage that has supported caroline gill's struggle to gain acceptance in the world for those born with down syndrome forms the conclusion of the film the cast of well known actors tries hard but only emily watson is able to resurrect a credible character from this squishy script jamie spilchuk gives evidence of a young actor with much promise dermot mulroney and gretchen find it difficult to mold empathetic characters form the corny lines they are given to deliver the film is a mess but the message about acceptance of down syndrome children and adults is an important one grady harp,0,1,0.9726943293755589,0,0.9453886587511178,false_positive
NaiveBayes,i have an affection for these twists on british social norms and it is rare that one loses me but our betters did lose me a bit it's a tale of social climbers and their joy at breaking the rules but personally i found it a little dull i liked the duchess though she whines a little too much and constance bennett amiably fills the role of lady greyston a role that bette davis could have played backwards but the movie comes the life in the third act when ernest joins the party he is so lively and fun and in truth probably wears more makeup then lady greyston he gets the last line of the film and it's a gas,0,1,0.9518565423436208,0,0.9037130846872417,false_positive
NaiveBayes,this must be the dumbest movie i've ever seen and therefor it deserves a special award ok so it begins pretty good logical humor and then rapidly changes to complete and utter uh f rt ss f ck stupidity that makes total sense the strange thing is that i hardly laughed at it though i guess it is supposed to be funny with a very serious message after a moment of thought why i didn't laugh the answer was pretty clear this movie is a lot more realistic then i would like it to be so it is extremely dumb yet very wise if the object was to reach people which aren't 'blessed' with a whole lot of neurons and synapses and electrolytes huh electrolytes this movie might actually be understood at some level by a big audience although they probably just laugh ah well nice try i am now editing well adding to my comment cause i read some of the other comments first i noticed some people see racism in this movie well that did not at all cross my mind when watching it however i can imagine if you are looking from that perspective you will see some we could of course debate the link between intelligence and race but i think this is not the place to do so i wonder if we were to rate the huxtable family here would you complain about them all being black i don't think so but i guess you could aside from that from the wisest people in the world half the woman doesn't seem totally caucasian to me so 'what the problem is ' secondly the movie gets very mixed ratings from 's to 's and everything in between but a lot of polarisation there which means the movie does its job very well it stirrs people up makes them want to speak about it and judge it that means it is a good movie whether you like it or hate it after minutes it becomes very predictive and boring even yet you keep watching this utter crap i guess you keep hoping that it isn't so or maybe it's our sick way to look at terrible accidents well this is one for sure,1,0,0.05577135462399616,0,0.8884572907520076,false_negative
NaiveBayes,so udo kier earned like nine bucks and free food for this so that is a victory in and of itself more importantly this movie tells a very interesting tale about a group of salvage guys coming across the broken down demeter i should warn you i'm gunna bounce around through this review real quick so buckle up first thing's first coolio plays a guy named likes drugs finds a bunch of caskets on board and now i don't know anything about the future but maybe they smuggle drugs in caskets not gunna say that was the craziest thing in this movie later on the vampire gets out of his mist filled coffin and then the real hilarity begins first although this movie has the word dracula in it he is actually not in this movie i have a theory though out of the blue you see the salvage crew's ship leave without them my theory is that dracula was on board with his retarded brother orlock dracula told orlock he'll be right back dracula got the hell out of this movie before he could be seen leaving orlock to play the vampire for the six or so minutes he is in the movie the best part of this film and for those of you that have seen this you know what i'm gunna say is after gets sired embraced whatever he has this huge monologue about ejaculating on various parts of erika elaniak's body and other super cool stuff coolio seriously you are the best thing ever some other stuff happens in this movie too like casper van dean gets some work orlock screams a lot and loses his arm and then we kinda lose track of him for the rest of the movie and thank god really we find out erika's character is a police bot as the movie comes to a close we find out that the ship is on a course to ram into the sun the police bot and one other surviving character are doomed rather then avoid certain death erika's police bot reveals she's also a whore bot and they decide to screw each other and die before they die in the sun they die for no reason yep that's right their ship blows up for no real reason this movie got the amazing rating for one reason coolio my god if they gave academy awards to black rappers then he'd be the first to get one the only reason this didn't get a perfect ten is because there was not a drop of nudity now i know what your thinking how can you judge a film by whether ladies show their goods or not well easy a movie like this pretty much requires it its part of the process gore gore monsters nudity gore end of movie final shock at the end its the formula this had some gore the monster was awesome because he sucked so hard he actually did us the favor of staying off camera that was considerate of him and i respect that nudity not a drop even though there was a length conversation about well see the above statement and as for the shock twist i certainly didn't see the end coming that counts i hope hollywood doesn't think coolio gave this film his all and has nothing left he deserves more work well until dracula i'm out,1,0,0.05860426098111563,0,0.8827914780377687,false_negative
NaiveBayes,luchino visconti the artist with the sword courage should be the first word associated with his entire opus film theater music revolutions artistic cultural personal a legacy with powerful consequences and endless ramifications he introduced the neorealism through the work of an american novelist james cain in ossesione he gave anna magnani the most extraordinarily beautiful close ups of her career he gave us alain delon and maria callas but the last word about his life and work rests on the talents of a certain adam low and the voice of helmut berger what a terrible fate for those interested there is a minute documentary by director carlo lizzani a man who really knew visconti titled luchino visconti a portrait it is out on dvd distributed by image entertainment,0,1,0.9376727545220698,0,0.8753455090441395,false_positive
NaiveBayes,ok who ever invented this film hates humanity and wants to see them all slit their throats this film was absolute and utter filth what the heck was up with the weird old bags eyes seriously was she on some sort of horrible drug and then she like just thought she could control people she was running around with her freaking evil eye and it was like what do i have a booger hanging out of my nose what are you staring at are you like the sea witch or something all and all though i thought the graphics were top notch old chap for that alone i would give it a ten but just cover your ears when you are watching it the pure and complete evil that comes from that film will make your ears bleed and your eyelids fall off who knows you might even get a knot in your small intestine you better watch out fools,1,0,0.0641358037390186,0,0.8717283925219628,false_negative
NaiveBayes,the movie was a pleasure to watch if you are a fan of the stooges the story is told from the point of view of moe howard and his relationships with his brothers shemp and jerome curly howard also the life long friendship with larry fine the movie deals mostly with the off camera high points and pit falls of the stooges multi decade career the casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble the actor who plays curly howard did a fine job of portraying the on camera antics of the most beloved stooge a must see for any fan of three stooges shorts,0,1,0.9353092319595699,0,0.8706184639191399,false_positive
NaiveBayes,jack frost is probably the most cheesiest movie i have ever seen in my life the complete title of the film is jack frost revenge of the mutant killer snowman horror movie fans that have a taste for campy story lines will be delighted to watch this this film was straight to video and for good reasons here's why the acting was so atrocious and so terrible that it could cause one to cry the main character had no personality and the actor's bad acting made it all worse the screenplay was was also atrocious each character always says a cheesy line and add the cheesy lines to the bad choreography then you have something bad second the story line isn't really all that impressive but since this movie was straight to video it is forgiven the director and writer could have turned the idea of a killer snowman into something cool but they didn't they story has lots of plot holes in it in the beginning a cup of coffee gets knocked into the fish tank with the melted jack frost scientists try to restore his life but they couldn't once the cup of coffee fell into the tank jack frost was completely restored now he is immune to anti freeze in jack frost part the main character's dna got mixed up with the anti freeze that was used to kill jack frost since the main character is allergic to bananas jack frost is too hence here's my point they say that sam's dna combined with jack frost's but one of the scientists had some saliva on the cup so when it fell into the tank the scientists dna would have been combined with jack frosts another thing the special effects weren't very good either here's the good points jack frost has lots of blood that looks pretty realistic even though this movie is flawed to hell it is still entertaining overall jack frost is an enjoyable horror movie the first one was better though out of,1,0,0.0650441677641168,0,0.8699116644717664,false_negative
NaiveBayes,l'ossessa also known as the tormented or the sexorcist or the ridiculously titled the eerie midnight horror show is a forgotten exorcist rip off which contains one of the best horror moments i've ever seen the scene is when the crucifix comes alive this great spooky scene is unforgettable and totally effective great fxs it's a shame the rest of the movie doesn't maintain the level of creepiness exemplified during that scene this is one of the most frustrating movies ever imagine the producers deciding to to make an exorcist copy but while making it they actually succeed in creating something truly original a possessed sculpture of crucified man which is shocking when you think about it but then completely forgets their original idea in order to make a boring and uninspired exorcist rip off had the film continued with the possessed sculpture concept with the characters trying to destroy it etc this film would have rocked but once the girl becomes possessed by the spirit of the sculpture she never tells anyone from where the demon came from she and the script completely forgets the haunted crucifix which is stupid if you like so called euro cult movies the first minutes deliver unlike any other euro cult movies but after the scene when the girl has a vision of being crucified and she gets stigmatas the remaining minutes suck boring it goes nowhere fast as it tries to emulate badly the exorcist so watch the first minutes of l'ossessa and enjoy the s fashions the sleaze and the amazing statue comes alive to ravish the girl scene but after the first minutes press stop and eject and might as well go clip your toenails,1,0,0.06730917736673366,0,0.8653816452665327,false_negative
