best_model,text,true_label,pred_label,pred_prob_pos,correct,confidence,error_type
NaiveBayes,the thesis of father brown is that a good dose of roman catholicism will solve all of life's problems a little proselytizing i don't mind but this gets a bit ridiculous at times some fine actors have played father brown over the years kenneth more and barnard hughes are two good examples alec guinness plays him in this film and does all right by him but you didn't see any great demand for future father brown films i suppose if you are a committed roman catholic it all makes perfectly good sense it's far more important to catch the thief and convert him to your religion than see he's brought to justice but that's what were asked to accept here in fact there is a preliminary story before the main action of the film guinness in clerical garb is caught trying to put back stolen articles that one of his parishioners sidney james had heisted during a robbery that's the story he gives the local cops and of course this is something that james has confided in him so he can't break the confessional now on to bigger game master thief flambeau played by peter finch has stolen a cross that is entrusted to father brown and was said to belong to st augustine back in the day but father brown is more interested in getting flambeau to go back to his faith than seeing him brought to justice so he misleads the cops so he can accomplish his mission i'm sorry but this whole thing was just too much for me to swallow father brown i'd hate to say it was guilty of obstruction and ought to have been arrested and he was under no obligation not to reveal anything he knew about flambeau the man had not come to him as a penitent seeking absolution and spiritual advice author g k chesterton a very noted catholic lay person in his day finds all this very reasonable carried to his logical conclusion we should replace all police forces with an army of priests guinness borrows from his own reverend ascoyne d'ascoyne from kind hearts and coronets and from barry fitzgerald in going my way to create father brown granted though brown is a lot shrewder than the other two there's also a bit of colonel nicholson in this portrayal in the bridge on the river kwai guinness also was playing a character who's rather weird interpretation of the rules caused him to lose sight of what was important in the situation nicholson was in father brown's an entertaining fellow when he's solving mysteries and making the authorities look foolish we've enjoyed brother cadfael do it in a medieval setting and american audiences liked father dowling played by tom bosley a few years back this film should have stuck to being entertaining,0,1,0.9304079262366436,0,0.8608158524732872,false_positive
NaiveBayes,jack frost is probably the most cheesiest movie i have ever seen in my life the complete title of the film is jack frost revenge of the mutant killer snowman horror movie fans that have a taste for campy story lines will be delighted to watch this this film was straight to video and for good reasons here's why the acting was so atrocious and so terrible that it could cause one to cry the main character had no personality and the actor's bad acting made it all worse the screenplay was was also atrocious each character always says a cheesy line and add the cheesy lines to the bad choreography then you have something bad second the story line isn't really all that impressive but since this movie was straight to video it is forgiven the director and writer could have turned the idea of a killer snowman into something cool but they didn't they story has lots of plot holes in it in the beginning a cup of coffee gets knocked into the fish tank with the melted jack frost scientists try to restore his life but they couldn't once the cup of coffee fell into the tank jack frost was completely restored now he is immune to anti freeze in jack frost part the main character's dna got mixed up with the anti freeze that was used to kill jack frost since the main character is allergic to bananas jack frost is too hence here's my point they say that sam's dna combined with jack frost's but one of the scientists had some saliva on the cup so when it fell into the tank the scientists dna would have been combined with jack frosts another thing the special effects weren't very good either here's the good points jack frost has lots of blood that looks pretty realistic even though this movie is flawed to hell it is still entertaining overall jack frost is an enjoyable horror movie the first one was better though out of,1,0,0.07089462669305384,0,0.8582107466138923,false_negative
NaiveBayes,so udo kier earned like nine bucks and free food for this so that is a victory in and of itself more importantly this movie tells a very interesting tale about a group of salvage guys coming across the broken down demeter i should warn you i'm gunna bounce around through this review real quick so buckle up first thing's first coolio plays a guy named likes drugs finds a bunch of caskets on board and now i don't know anything about the future but maybe they smuggle drugs in caskets not gunna say that was the craziest thing in this movie later on the vampire gets out of his mist filled coffin and then the real hilarity begins first although this movie has the word dracula in it he is actually not in this movie i have a theory though out of the blue you see the salvage crew's ship leave without them my theory is that dracula was on board with his retarded brother orlock dracula told orlock he'll be right back dracula got the hell out of this movie before he could be seen leaving orlock to play the vampire for the six or so minutes he is in the movie the best part of this film and for those of you that have seen this you know what i'm gunna say is after gets sired embraced whatever he has this huge monologue about ejaculating on various parts of erika elaniak's body and other super cool stuff coolio seriously you are the best thing ever some other stuff happens in this movie too like casper van dean gets some work orlock screams a lot and loses his arm and then we kinda lose track of him for the rest of the movie and thank god really we find out erika's character is a police bot as the movie comes to a close we find out that the ship is on a course to ram into the sun the police bot and one other surviving character are doomed rather then avoid certain death erika's police bot reveals she's also a whore bot and they decide to screw each other and die before they die in the sun they die for no reason yep that's right their ship blows up for no real reason this movie got the amazing rating for one reason coolio my god if they gave academy awards to black rappers then he'd be the first to get one the only reason this didn't get a perfect ten is because there was not a drop of nudity now i know what your thinking how can you judge a film by whether ladies show their goods or not well easy a movie like this pretty much requires it its part of the process gore gore monsters nudity gore end of movie final shock at the end its the formula this had some gore the monster was awesome because he sucked so hard he actually did us the favor of staying off camera that was considerate of him and i respect that nudity not a drop even though there was a length conversation about well see the above statement and as for the shock twist i certainly didn't see the end coming that counts i hope hollywood doesn't think coolio gave this film his all and has nothing left he deserves more work well until dracula i'm out,1,0,0.07937159685025735,0,0.8412568062994853,false_negative
NaiveBayes,the emperor's new groove cast returns for disney pictures follow up but this time the spotlight is on kronk voiced by patrick warburton who is no longer yzma's eartha kitt henchman kronk has started a new life and is very happy with his role as chef of his own restaurant things go merrily along until kronk gets word that his papi john mahoney is coming for a visit kronk is worried because he knows that his life won't impress his papi one thing that he has always wanted and never received is a thumbs up from his dad a flurry of blunders and a gigantic cheese explosion in the restaurant leaves our likable hero very deep in trouble and anxiety to save the day a little help from his friends other voices tracey ullman david spade john goodman wendie malick april winchell and gatlin green,0,1,0.8987780197521716,0,0.7975560395043433,false_positive
NaiveBayes,it is a movie which sheds the light on the begging of the palestinian struggle against the israeli occupation of palestine but it does not show the real feelings of the people back then and how they were tricked into believing that they could return to their home soon it does not mention the massacres committed by the jews like der yassine and how they tortured and killed and destroyed the family of any palestinian freedom fighter it lacks the credibility about the real palestinian struggle and about anything palestinian however it has something about the suffering of palestinian citizens ending up as refugees in the nearby arab countries the movie focuses on the story of the man in coma he is now in the present time and through his story we see the film the movie is just telling the life of one person and has some nudity scenes which are irrelevant to the story,0,1,0.892898412578116,0,0.785796825156232,false_positive
NaiveBayes,korine's established himself by now as a talented and impressive image maker the promotional posters for mister lonely all include the film's most impressive compositions though there's one in particular i've yet to see in promo material that of a blue clad nun teasing a dog with a stick surrounded by green forest with torrential rain pouring down the opening images of this film of michael jackson lookalike diego luna riding a small motorbike round a track is strangely compelling and beautiful roy orbison's mister lonely plays on the soundtrack and the images unfold in slow motion there's also a funny and terrific sequence in which the same character mimes a dance without music though a radio sits like a silent dog next to him in the middle of a paris street korine splices in sound effects and jump cuts that evoke both a feeling of futility and dogged liberation in the character's dance routine the first instance of the segment dealing with the nuns is also strangely poignant father umbrillo werner herzog is an autocratic priest about to fly with some nuns over and drop food into impoverished areas nearby in a scene that is both light hearted and affecting herzog must deal with a stubbornly enthusiastic local who wishes to make the plane trip with them in order to see his wife in san francisco as the exchange develops herzog draws out of the man a confession he has sinned and his frequent infidelity is the cause of his wife having left him in the first place this scene short and sweet gains particular weight after one learns its improvised origins the sinner is played by a non actor who was on set when korine and co were filming and his adulterous ways had given him in real life a lasting overwhelming guilt henceforth the film is hit and miss a succession of intrinsically interesting moments that add to a frivolous muddled narrative whereas gummo and julien donkey boy maintain their aesthetic and emotional weight via coherent structural frameworks mister lonely feels like a victim of editing room ruthlessness a few scenes were cut from the film which would have otherwise painted fuller pictures of certain characters due to continuity errors in costume a result no doubt due to the absence of a shooting script and korine's tendency for improvisation one deleted scene in particular in which 'charlie chaplin' denis lavant and 'madonna' melita morgan have sex would have added much more emotional conflict to a scene later on in the film i won't spoil it but it's there to deflate any feeling of warmth or celebration and as it is only half succeeds the two strands of the narrative unconnected literally are best approached as two entirely different stories with the same allegorical meaning one compliments the other and vice versa it's something to do with the conflict between one's ambitions and the reality of the current situation but there's not enough of the herzog scenes to merit their place in the film and so any connection between these two allegorically connected threads is inevitably strained and the inclusion is in retrospect tedious this is an ambitious step forward from julien donkey boy that suffers mostly at least in the lookalike segments from having far too many characters for the film's running length a flaw that would have been even worse had big star names played everyone as was originally planned with many of the imagery's self contained beauty and moments of real genuine connection with the soundtrack this feels like it'd be much more suited to an art installation or photo exhibition as an exploration of mimesis and the nature of impersonation it'd lose none of its power indeed for me it would perhaps be more impressive the loneliness attached to iconic performativity such as that encountered by both the icons themselves and those who aspire to be like them is well captured in images such as that wherein 'marilyn monroe' a gorgeous samantha morton seduces the camera with a seven year itch pose in the middle of a forest or when 'sammy davis jr ' jason pennycooke settles post dance rehearsal with his back to the camera overlooking an incredible tranquil lake as it is moments like these and all those where the titles of randomly chosen michael jackson songs crawl across the scene are married to one another in a film narrative far less affecting than it should be for those who see it i lost all faith during the egg singing scene late on you'll know which scene i mean because it sticks out like a sore thumb as some sort of gimmicky attempt at the new cinematic language for which korine has previously been hailed,0,1,0.8928765998675174,0,0.7857531997350349,false_positive
NaiveBayes,i saw this at the screening at gencon in indy i had some time to kill and decided to check it out it played to about people in a packed standing room only ballroom wow what a ride the script was tight the action tense the pacing perfect the character exposition excellent one thing i really appreciated was that you knew going in that this wasn't a big budget film yet it soon became obvious that the creators pushed their sets and effects as far as they could despite their limitations and it was more than enough it's true that this film was targeted at a certain audience gamers tabletop players the creators make no effort to hide that but other filmmakers could learn a lot from them for in going for the jugular in scene after scene and not worrying about if mom who happens to be watching will get it they got the biggest laughs time and time again but there's enough universality there that mom will be laughing too even if she's not in on every joke i think too many times i see films that try so hard to lower the bar to the lowest common denominator so that they will appeal to the most people but the movie just ends up suffering for it but not this flick indeed this film was so solid that it had the audience wrapped around it's finger from the opening credits and while the viewers around me really wanted to like the film they weren't pushovers gamers can be among the most critical niche out there i'm so glad i got to see this in a big crowd at least times the audience was having such a good time that they erupted into applause at a joke or scene during the film how often does that happen at screenings it should be no surprise that there was a huge standing ovation when the closing credits rolled for my own part i can't wait for this to be released after it ended one of the producers said they were shooting for a simultaneous tv dvd release that date cannot come soon enough,1,0,0.12140700717434702,0,0.7571859856513059,false_negative
NaiveBayes,this noisy dizzying football film from director oliver stone seems to have everyone in the cast well everyone except william h macy who could have tackled the role played by mr stone the team doctors or the fruitcake selling cereal if you're a fan of the foul mouthed there are some great profanity laden knock down drag out put down phrases you can try out on two faced friends and way ward lovers the film is sometimes good as lively background party atmosphere especially during the first two hours it even features some mtv styled music video scenes any given sunday oliver stone al pacino cameron diaz jamie foxx dennis quaid,0,1,0.8621859300846774,0,0.7243718601693547,false_positive
NaiveBayes,whoops looks like it's gonna cost you a whopping to buy a copy either dvd or video format from itv direct ouch sorry about this but imdb won't let me submit this comment unless it has at least lines so blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblah,1,0,0.14902353494490622,0,0.7019529301101876,false_negative
NaiveBayes,can this really be a troma movie some scenes almost have an a movie look the acting is generally competent the two leads and the nurse surrogate were especially good and i liked some of the confrontations between the young capulets and ques the scenes were smoothly edited the plot is coherent it's funny it has a hip original sound track it does have the usual troma gross outs and low humor but i don't think shakespeare would have minded so much in fact i think he might have gotten a few good laughs out of this it's a good dvd there is an alternate sound track with a very informative commentary by the director several deleted scenes and the usual collection of troma self deprecating silliness i'm not going to tell you this was citizen kane but it is some pretty inspired low budget filmmaking,1,0,0.15457343946944607,0,0.6908531210611079,false_negative
